Firma_ID,Kullandıkları_Paket,Kayıt_Tarihi,Aylık_İçerik_Sayısı,Aylık_Gelir_TL,Churn_Durumu,Müşteri_Memnuniyeti_Skoru,Tahmini_API_Maliyeti_TL,Brüt_Kar_TL
CF-3745,Profesyonel,2024-04-06,85,1500,0,4,297.5,1202.5
CF-3746,Sınırsız,2024-06-18,33,4500,0,7,115.5,4384.5
CF-3747,Başlangıç,2025-01-21,58,650,1,3,203.0,447.0
CF-3748,Başlangıç,2025-06-06,81,650,0,2,283.5,366.5
CF-3749,Başlangıç,2024-01-10,89,650,0,9,311.5,338.5
CF-3750,Başlangıç,2024-10-05,21,650,0,9,73.5,576.5
CF-3751,Profesyonel,2025-05-14,74,1500,0,9,259.0,1241.0
CF-3752,Başlangıç,2024-02-06,12,650,0,3,42.0,608.0
CF-3753,Profesyonel,2024-04-25,9,1500,0,4,31.5,1468.5
CF-3754,Başlangıç,2025-08-26,73,650,0,2,255.5,394.5
CF-3755,Başlangıç,2024-06-24,69,650,0,2,241.5,408.5
CF-3756,Profesyonel,2024-05-11,51,1500,1,1,178.5,1321.5
CF-3757,Başlangıç,2025-02-04,2,650,0,2,7.0,643.0
CF-3758,Başlangıç,2024-07-15,15,650,0,9,52.5,597.5
CF-3759,Başlangıç,2025-03-29,38,650,1,1,133.0,517.0
CF-3760,Profesyonel,2025-11-22,10,1500,0,6,35.0,1465.0
CF-3761,Başlangıç,2025-10-02,57,650,1,3,199.5,450.5
CF-3762,Profesyonel,2024-06-21,48,1500,0,5,168.0,1332.0
CF-3763,Başlangıç,2025-11-01,23,650,1,6,80.5,569.5
CF-3764,Başlangıç,2025-01-04,98,650,1,4,343.0,307.0
CF-3765,Sınırsız,2025-03-01,70,4500,1,3,245.0,4255.0
CF-3766,Profesyonel,2024-11-05,48,1500,0,5,168.0,1332.0
CF-3767,Profesyonel,2025-08-08,94,1500,0,2,329.0,1171.0
CF-3768,Başlangıç,2024-02-22,82,650,0,7,287.0,363.0
CF-3769,Başlangıç,2024-01-12,42,650,0,9,147.0,503.0
CF-3770,Sınırsız,2025-07-03,38,4500,0,6,133.0,4367.0
CF-3771,Başlangıç,2025-03-08,15,650,0,8,52.5,597.5
CF-3772,Başlangıç,2024-03-07,78,650,1,7,273.0,377.0
CF-3773,Başlangıç,2024-04-26,26,650,1,3,91.0,559.0
CF-3774,Başlangıç,2025-02-10,63,650,0,1,220.5,429.5
CF-3775,Başlangıç,2024-10-12,13,650,1,6,45.5,604.5
CF-3776,Başlangıç,2025-07-23,92,650,0,8,322.0,328.0
CF-3777,Profesyonel,2024-08-30,71,1500,0,9,248.5,1251.5
CF-3778,Profesyonel,2025-10-11,53,1500,1,5,185.5,1314.5
CF-3779,Profesyonel,2024-10-06,2,1500,0,5,7.0,1493.0
CF-3780,Profesyonel,2024-02-19,88,1500,0,7,308.0,1192.0
CF-3781,Başlangıç,2025-03-01,93,650,0,1,325.5,324.5
CF-3782,Başlangıç,2025-12-18,88,650,0,7,308.0,342.0
CF-3783,Profesyonel,2025-08-28,7,1500,1,6,24.5,1475.5
CF-3784,Profesyonel,2024-04-19,69,1500,0,1,241.5,1258.5
CF-3785,Başlangıç,2024-11-14,7,650,1,7,24.5,625.5
CF-3786,Başlangıç,2025-01-28,52,650,0,6,182.0,468.0
CF-3787,Sınırsız,2024-02-17,13,4500,0,7,45.5,4454.5
CF-3788,Sınırsız,2025-02-24,64,4500,0,6,224.0,4276.0
CF-3789,Başlangıç,2025-12-09,53,650,0,1,185.5,464.5
CF-3790,Profesyonel,2025-06-03,64,1500,0,9,224.0,1276.0
CF-3791,Sınırsız,2024-03-07,81,4500,0,6,283.5,4216.5
CF-3792,Profesyonel,2024-06-14,81,1500,0,6,283.5,1216.5
CF-3793,Başlangıç,2024-12-28,30,650,1,2,105.0,545.0
CF-3794,Başlangıç,2025-01-13,72,650,0,5,252.0,398.0
CF-3795,Sınırsız,2024-11-16,30,4500,0,7,105.0,4395.0
CF-3796,Profesyonel,2025-07-15,15,1500,0,9,52.5,1447.5
CF-3797,Başlangıç,2025-10-15,13,650,0,2,45.5,604.5
CF-3798,Başlangıç,2024-06-23,65,650,0,4,227.5,422.5
CF-3799,Sınırsız,2024-08-04,92,4500,0,4,322.0,4178.0
CF-3800,Başlangıç,2025-04-04,93,650,0,8,325.5,324.5
CF-3801,Profesyonel,2024-10-07,12,1500,1,4,42.0,1458.0
CF-3802,Profesyonel,2024-09-10,40,1500,0,5,140.0,1360.0
CF-3803,Başlangıç,2025-05-10,54,650,0,7,189.0,461.0
CF-3804,Başlangıç,2025-08-21,18,650,0,1,63.0,587.0
CF-3805,Başlangıç,2025-11-30,26,650,0,1,91.0,559.0
CF-3806,Başlangıç,2025-09-02,94,650,0,1,329.0,321.0
CF-3807,Profesyonel,2025-06-18,88,1500,0,1,308.0,1192.0
CF-3808,Başlangıç,2025-01-19,83,650,0,3,290.5,359.5
CF-3809,Profesyonel,2024-03-27,49,1500,1,9,171.5,1328.5
CF-3810,Profesyonel,2025-09-27,81,1500,0,7,283.5,1216.5
CF-3811,Sınırsız,2025-12-22,26,4500,0,3,91.0,4409.0
CF-3812,Başlangıç,2024-01-29,40,650,0,8,140.0,510.0
CF-3813,Başlangıç,2024-08-14,4,650,1,3,14.0,636.0
CF-3814,Başlangıç,2025-04-23,62,650,0,4,217.0,433.0
CF-3815,Profesyonel,2025-03-08,88,1500,0,2,308.0,1192.0
CF-3816,Sınırsız,2024-04-06,99,4500,0,8,346.5,4153.5
CF-3817,Başlangıç,2025-01-09,99,650,0,1,346.5,303.5
CF-3818,Profesyonel,2025-02-18,92,1500,0,9,322.0,1178.0
CF-3819,Profesyonel,2024-12-13,11,1500,0,8,38.5,1461.5
CF-3820,Sınırsız,2024-05-17,98,4500,0,2,343.0,4157.0
CF-3821,Başlangıç,2025-08-27,24,650,1,1,84.0,566.0
CF-3822,Sınırsız,2025-02-16,93,4500,1,9,325.5,4174.5
CF-3823,Sınırsız,2025-09-02,83,4500,0,2,290.5,4209.5
CF-3824,Başlangıç,2025-06-01,92,650,0,4,322.0,328.0
CF-3825,Profesyonel,2024-06-17,57,1500,0,8,199.5,1300.5
CF-3826,Profesyonel,2024-06-07,12,1500,0,9,42.0,1458.0
CF-3827,Başlangıç,2025-10-14,8,650,0,5,28.0,622.0
CF-3828,Profesyonel,2025-09-06,79,1500,0,4,276.5,1223.5
CF-3829,Sınırsız,2025-05-03,36,4500,0,7,126.0,4374.0
CF-3830,Başlangıç,2024-05-07,56,650,0,2,196.0,454.0
CF-3831,Başlangıç,2025-09-29,66,650,1,1,231.0,419.0
CF-3832,Profesyonel,2024-07-21,33,1500,0,4,115.5,1384.5
CF-3833,Başlangıç,2025-08-27,46,650,0,7,161.0,489.0
CF-3834,Sınırsız,2024-06-24,34,4500,0,3,119.0,4381.0
CF-3835,Profesyonel,2025-11-25,77,1500,0,6,269.5,1230.5
CF-3836,Sınırsız,2024-06-10,25,4500,0,4,87.5,4412.5
CF-3837,Başlangıç,2025-08-14,96,650,0,4,336.0,314.0
CF-3838,Profesyonel,2025-01-05,35,1500,0,4,122.5,1377.5
CF-3839,Başlangıç,2024-05-19,4,650,0,9,14.0,636.0
CF-3840,Başlangıç,2025-01-17,96,650,0,7,336.0,314.0
CF-3841,Başlangıç,2024-01-09,32,650,0,9,112.0,538.0
CF-3842,Başlangıç,2024-11-12,62,650,0,2,217.0,433.0
CF-3843,Profesyonel,2025-02-06,67,1500,0,5,234.5,1265.5
CF-3844,Profesyonel,2025-10-21,31,1500,0,7,108.5,1391.5
CF-3845,Profesyonel,2025-07-07,36,1500,0,7,126.0,1374.0
CF-3846,Başlangıç,2025-02-15,13,650,0,3,45.5,604.5
CF-3847,Profesyonel,2025-01-16,44,1500,0,5,154.0,1346.0
CF-3848,Profesyonel,2025-03-12,52,1500,0,4,182.0,1318.0
CF-3849,Sınırsız,2025-09-07,24,4500,1,7,84.0,4416.0
CF-3850,Profesyonel,2024-04-26,11,1500,0,6,38.5,1461.5
CF-3851,Başlangıç,2024-11-21,23,650,0,8,80.5,569.5
CF-3852,Başlangıç,2025-07-12,27,650,0,5,94.5,555.5
CF-3853,Başlangıç,2024-02-14,75,650,0,7,262.5,387.5
CF-3854,Profesyonel,2025-07-03,24,1500,0,4,84.0,1416.0
CF-3855,Sınırsız,2024-11-11,50,4500,0,3,175.0,4325.0
CF-3856,Başlangıç,2025-10-26,95,650,0,9,332.5,317.5
CF-3857,Profesyonel,2025-11-13,81,1500,0,8,283.5,1216.5
CF-3858,Profesyonel,2025-06-30,30,1500,1,8,105.0,1395.0
CF-3859,Profesyonel,2024-07-28,33,1500,0,6,115.5,1384.5
CF-3860,Profesyonel,2025-01-04,47,1500,0,5,164.5,1335.5
CF-3861,Başlangıç,2025-02-12,98,650,1,4,343.0,307.0
CF-3862,Sınırsız,2025-02-14,80,4500,0,4,280.0,4220.0
CF-3863,Profesyonel,2024-11-01,54,1500,1,5,189.0,1311.0
CF-3864,Profesyonel,2025-04-02,70,1500,0,5,245.0,1255.0
CF-3865,Sınırsız,2025-09-12,89,4500,0,7,311.5,4188.5
CF-3866,Profesyonel,2025-12-26,54,1500,0,6,189.0,1311.0
CF-3867,Başlangıç,2024-03-30,34,650,0,4,119.0,531.0
CF-3868,Sınırsız,2025-03-18,60,4500,0,4,210.0,4290.0
CF-3869,Başlangıç,2025-10-28,55,650,0,5,192.5,457.5
CF-3870,Profesyonel,2024-01-16,85,1500,0,8,297.5,1202.5
CF-3871,Başlangıç,2024-01-23,16,650,0,4,56.0,594.0
CF-3872,Profesyonel,2024-05-15,73,1500,0,8,255.5,1244.5
CF-3873,Profesyonel,2024-09-10,10,1500,1,3,35.0,1465.0
CF-3874,Başlangıç,2025-05-25,49,650,0,3,171.5,478.5
CF-3875,Profesyonel,2025-02-15,90,1500,0,7,315.0,1185.0
CF-3876,Profesyonel,2025-04-09,47,1500,0,7,164.5,1335.5
CF-3877,Başlangıç,2024-12-13,31,650,0,4,108.5,541.5
CF-3878,Başlangıç,2024-08-08,88,650,0,1,308.0,342.0
CF-3879,Başlangıç,2025-09-05,87,650,0,4,304.5,345.5
CF-3880,Başlangıç,2024-09-25,52,650,0,4,182.0,468.0
CF-3881,Sınırsız,2024-03-08,4,4500,1,1,14.0,4486.0
CF-3882,Profesyonel,2024-08-11,76,1500,0,4,266.0,1234.0
CF-3883,Başlangıç,2024-12-03,75,650,0,9,262.5,387.5
CF-3884,Profesyonel,2024-03-18,44,1500,0,8,154.0,1346.0
CF-3885,Başlangıç,2025-10-19,54,650,0,3,189.0,461.0
CF-3886,Sınırsız,2025-01-22,48,4500,0,9,168.0,4332.0
CF-3887,Başlangıç,2025-11-15,41,650,0,7,143.5,506.5
CF-3888,Başlangıç,2025-12-24,84,650,0,3,294.0,356.0
CF-3889,Sınırsız,2025-06-21,79,4500,0,6,276.5,4223.5
CF-3890,Başlangıç,2025-03-01,15,650,0,7,52.5,597.5
CF-3891,Başlangıç,2025-07-02,59,650,0,2,206.5,443.5
CF-3892,Sınırsız,2024-05-12,50,4500,0,4,175.0,4325.0
CF-3893,Profesyonel,2024-11-23,88,1500,1,1,308.0,1192.0
CF-3894,Profesyonel,2024-02-07,81,1500,0,4,283.5,1216.5
CF-3895,Başlangıç,2024-10-17,99,650,0,5,346.5,303.5
CF-3896,Profesyonel,2025-11-04,92,1500,0,2,322.0,1178.0
CF-3897,Başlangıç,2025-03-26,63,650,0,7,220.5,429.5
CF-3898,Başlangıç,2024-04-19,90,650,1,2,315.0,335.0
CF-3899,Sınırsız,2024-04-15,5,4500,0,6,17.5,4482.5
CF-3900,Başlangıç,2025-09-03,97,650,1,1,339.5,310.5
CF-3901,Profesyonel,2025-02-04,85,1500,0,9,297.5,1202.5
CF-3902,Profesyonel,2024-06-29,71,1500,1,9,248.5,1251.5
CF-3903,Başlangıç,2025-06-29,56,650,1,6,196.0,454.0
CF-3904,Başlangıç,2025-07-31,21,650,0,9,73.5,576.5
CF-3905,Başlangıç,2024-10-12,40,650,1,6,140.0,510.0
CF-3906,Başlangıç,2024-06-22,24,650,1,8,84.0,566.0
CF-3907,Profesyonel,2025-03-23,59,1500,0,3,206.5,1293.5
CF-3908,Başlangıç,2024-12-28,1,650,0,4,3.5,646.5
CF-3909,Başlangıç,2024-07-05,83,650,0,5,290.5,359.5
CF-3910,Profesyonel,2025-03-22,7,1500,0,7,24.5,1475.5
CF-3911,Başlangıç,2025-11-08,17,650,0,5,59.5,590.5
CF-3912,Sınırsız,2025-09-13,93,4500,0,8,325.5,4174.5
CF-3913,Profesyonel,2024-02-01,67,1500,0,7,234.5,1265.5
CF-3914,Başlangıç,2025-01-17,90,650,0,8,315.0,335.0
CF-3915,Başlangıç,2024-10-13,87,650,0,8,304.5,345.5
CF-3916,Profesyonel,2025-06-23,28,1500,1,8,98.0,1402.0
CF-3917,Başlangıç,2025-11-21,9,650,0,1,31.5,618.5
CF-3918,Profesyonel,2025-07-12,53,1500,0,5,185.5,1314.5
CF-3919,Başlangıç,2025-10-14,39,650,0,1,136.5,513.5
CF-3920,Başlangıç,2025-03-31,19,650,1,2,66.5,583.5
CF-3921,Profesyonel,2025-04-22,76,1500,0,4,266.0,1234.0
CF-3922,Başlangıç,2024-01-19,20,650,0,5,70.0,580.0
CF-3923,Başlangıç,2025-02-07,71,650,1,4,248.5,401.5
CF-3924,Başlangıç,2025-11-15,18,650,0,5,63.0,587.0
CF-3925,Sınırsız,2025-03-04,50,4500,0,2,175.0,4325.0
CF-3926,Profesyonel,2024-11-11,18,1500,0,9,63.0,1437.0
CF-3927,Başlangıç,2024-12-12,43,650,0,5,150.5,499.5
CF-3928,Sınırsız,2025-02-24,19,4500,1,7,66.5,4433.5
CF-3929,Profesyonel,2024-01-19,66,1500,0,5,231.0,1269.0
CF-3930,Başlangıç,2024-09-08,5,650,0,6,17.5,632.5
CF-3931,Profesyonel,2024-10-25,94,1500,0,4,329.0,1171.0
CF-3932,Sınırsız,2025-07-28,95,4500,1,3,332.5,4167.5
CF-3933,Başlangıç,2024-04-09,22,650,0,4,77.0,573.0
CF-3934,Profesyonel,2024-09-06,18,1500,0,6,63.0,1437.0
CF-3935,Başlangıç,2024-01-07,54,650,0,1,189.0,461.0
CF-3936,Profesyonel,2025-12-01,59,1500,0,9,206.5,1293.5
CF-3937,Sınırsız,2025-02-18,96,4500,1,5,336.0,4164.0
CF-3938,Profesyonel,2024-06-16,81,1500,0,6,283.5,1216.5
CF-3939,Başlangıç,2024-02-03,15,650,0,9,52.5,597.5
CF-3940,Sınırsız,2025-09-10,36,4500,1,7,126.0,4374.0
CF-3941,Başlangıç,2025-04-01,68,650,0,4,238.0,412.0
CF-3942,Başlangıç,2025-09-19,18,650,0,6,63.0,587.0
CF-3943,Başlangıç,2024-07-11,17,650,0,3,59.5,590.5
CF-3944,Başlangıç,2024-01-23,24,650,0,4,84.0,566.0
CF-3945,Sınırsız,2025-04-10,36,4500,0,9,126.0,4374.0
CF-3946,Sınırsız,2024-07-11,97,4500,0,9,339.5,4160.5
CF-3947,Başlangıç,2024-04-11,21,650,0,7,73.5,576.5
CF-3948,Sınırsız,2024-05-11,20,4500,1,8,70.0,4430.0
CF-3949,Başlangıç,2024-11-08,17,650,0,2,59.5,590.5
CF-3950,Başlangıç,2024-11-29,96,650,0,8,336.0,314.0
CF-3951,Profesyonel,2025-02-16,19,1500,1,9,66.5,1433.5
CF-3952,Sınırsız,2025-06-07,26,4500,0,3,91.0,4409.0
CF-3953,Sınırsız,2024-03-09,99,4500,0,4,346.5,4153.5
CF-3954,Başlangıç,2024-12-19,19,650,0,1,66.5,583.5
CF-3955,Başlangıç,2025-04-16,82,650,0,8,287.0,363.0
CF-3956,Başlangıç,2024-12-11,25,650,0,1,87.5,562.5
CF-3957,Sınırsız,2024-10-27,79,4500,0,3,276.5,4223.5
CF-3958,Başlangıç,2025-04-30,33,650,0,4,115.5,534.5
CF-3959,Başlangıç,2024-04-21,40,650,1,6,140.0,510.0
CF-3960,Başlangıç,2024-11-30,4,650,1,1,14.0,636.0
CF-3961,Başlangıç,2025-08-18,68,650,0,6,238.0,412.0
CF-3962,Profesyonel,2024-01-18,44,1500,0,4,154.0,1346.0
CF-3963,Başlangıç,2024-04-24,64,650,1,5,224.0,426.0
CF-3964,Başlangıç,2024-06-26,55,650,0,7,192.5,457.5
CF-3965,Sınırsız,2024-02-22,69,4500,0,8,241.5,4258.5
CF-3966,Başlangıç,2024-06-08,41,650,0,3,143.5,506.5
CF-3967,Başlangıç,2025-06-13,55,650,0,9,192.5,457.5
CF-3968,Profesyonel,2025-12-27,23,1500,0,4,80.5,1419.5
CF-3969,Profesyonel,2025-10-06,73,1500,0,8,255.5,1244.5
CF-3970,Başlangıç,2025-11-27,62,650,0,3,217.0,433.0
CF-3971,Başlangıç,2024-04-18,82,650,1,7,287.0,363.0
CF-3972,Profesyonel,2025-07-07,97,1500,0,7,339.5,1160.5
CF-3973,Profesyonel,2024-10-09,21,1500,1,2,73.5,1426.5
CF-3974,Başlangıç,2025-03-22,1,650,0,1,3.5,646.5
CF-3975,Profesyonel,2024-09-16,54,1500,0,2,189.0,1311.0
CF-3976,Profesyonel,2025-03-15,95,1500,0,5,332.5,1167.5
CF-3977,Başlangıç,2025-01-03,45,650,0,7,157.5,492.5
CF-3978,Sınırsız,2025-08-22,32,4500,0,2,112.0,4388.0
CF-3979,Başlangıç,2024-02-07,63,650,0,9,220.5,429.5
CF-3980,Başlangıç,2024-05-31,95,650,0,1,332.5,317.5
CF-3981,Profesyonel,2025-04-14,8,1500,0,4,28.0,1472.0
CF-3982,Sınırsız,2024-06-11,22,4500,0,4,77.0,4423.0
CF-3983,Başlangıç,2024-10-24,77,650,0,4,269.5,380.5
CF-3984,Başlangıç,2025-04-13,29,650,0,9,101.5,548.5
CF-3985,Sınırsız,2025-02-25,52,4500,0,6,182.0,4318.0
CF-3986,Profesyonel,2024-03-25,78,1500,0,6,273.0,1227.0
CF-3987,Başlangıç,2024-09-25,74,650,0,1,259.0,391.0
CF-3988,Başlangıç,2025-05-14,74,650,0,2,259.0,391.0
CF-3989,Başlangıç,2024-08-12,24,650,1,7,84.0,566.0
CF-3990,Sınırsız,2024-11-13,17,4500,0,5,59.5,4440.5
CF-3991,Başlangıç,2024-02-05,31,650,0,7,108.5,541.5
CF-3992,Başlangıç,2024-10-04,99,650,0,1,346.5,303.5
CF-3993,Başlangıç,2025-08-24,16,650,0,7,56.0,594.0
CF-3994,Profesyonel,2025-09-13,84,1500,0,8,294.0,1206.0
CF-3995,Başlangıç,2025-08-05,57,650,0,6,199.5,450.5
CF-3996,Profesyonel,2025-07-16,74,1500,0,4,259.0,1241.0
CF-3997,Başlangıç,2025-10-12,71,650,0,7,248.5,401.5
CF-3998,Başlangıç,2024-06-09,94,650,0,7,329.0,321.0
CF-3999,Başlangıç,2025-02-26,58,650,0,4,203.0,447.0
CF-4000,Başlangıç,2025-01-23,98,650,0,7,343.0,307.0
CF-4001,Başlangıç,2024-10-25,21,650,0,2,73.5,576.5
CF-4002,Başlangıç,2024-03-07,36,650,0,6,126.0,524.0
CF-4003,Sınırsız,2024-05-31,56,4500,0,3,196.0,4304.0
CF-4004,Başlangıç,2025-10-07,64,650,0,6,224.0,426.0
CF-4005,Başlangıç,2024-08-26,96,650,0,9,336.0,314.0
CF-4006,Başlangıç,2024-12-31,60,650,0,7,210.0,440.0
CF-4007,Başlangıç,2025-06-11,57,650,0,9,199.5,450.5
CF-4008,Profesyonel,2024-01-25,96,1500,0,6,336.0,1164.0
CF-4009,Profesyonel,2024-06-27,78,1500,0,7,273.0,1227.0
CF-4010,Başlangıç,2025-10-03,88,650,0,8,308.0,342.0
CF-4011,Başlangıç,2024-04-13,71,650,0,1,248.5,401.5
CF-4012,Profesyonel,2025-03-31,88,1500,1,8,308.0,1192.0
CF-4013,Profesyonel,2024-06-16,10,1500,0,1,35.0,1465.0
CF-4014,Profesyonel,2025-06-18,21,1500,0,5,73.5,1426.5
CF-4015,Başlangıç,2025-04-14,16,650,0,4,56.0,594.0
CF-4016,Profesyonel,2024-03-02,33,1500,0,5,115.5,1384.5
CF-4017,Başlangıç,2025-02-19,34,650,0,7,119.0,531.0
CF-4018,Başlangıç,2025-10-29,18,650,0,6,63.0,587.0
CF-4019,Profesyonel,2024-09-19,78,1500,1,6,273.0,1227.0
CF-4020,Başlangıç,2025-02-25,26,650,0,2,91.0,559.0
CF-4021,Başlangıç,2024-06-27,45,650,0,5,157.5,492.5
CF-4022,Başlangıç,2024-05-21,51,650,1,2,178.5,471.5
CF-4023,Başlangıç,2024-02-05,60,650,0,9,210.0,440.0
CF-4024,Profesyonel,2025-04-19,42,1500,0,2,147.0,1353.0
CF-4025,Başlangıç,2024-01-01,1,650,0,2,3.5,646.5
CF-4026,Başlangıç,2025-12-22,92,650,0,8,322.0,328.0
CF-4027,Başlangıç,2024-04-14,85,650,0,1,297.5,352.5
CF-4028,Sınırsız,2024-05-31,29,4500,0,7,101.5,4398.5
CF-4029,Profesyonel,2025-06-27,63,1500,0,8,220.5,1279.5
CF-4030,Başlangıç,2024-08-25,84,650,0,7,294.0,356.0
CF-4031,Başlangıç,2025-12-09,13,650,0,2,45.5,604.5
CF-4032,Profesyonel,2024-04-23,86,1500,0,1,301.0,1199.0
CF-4033,Başlangıç,2024-02-03,99,650,0,6,346.5,303.5
CF-4034,Sınırsız,2025-06-21,8,4500,0,7,28.0,4472.0
CF-4035,Profesyonel,2025-08-13,49,1500,0,1,171.5,1328.5
CF-4036,Profesyonel,2025-01-28,60,1500,0,6,210.0,1290.0
CF-4037,Sınırsız,2025-04-13,73,4500,0,2,255.5,4244.5
CF-4038,Başlangıç,2024-06-25,67,650,0,6,234.5,415.5
CF-4039,Başlangıç,2024-09-21,1,650,0,1,3.5,646.5
CF-4040,Profesyonel,2024-01-01,55,1500,0,9,192.5,1307.5
CF-4041,Başlangıç,2025-04-08,50,650,0,7,175.0,475.0
CF-4042,Profesyonel,2024-06-05,83,1500,0,5,290.5,1209.5
CF-4043,Başlangıç,2024-02-24,80,650,0,8,280.0,370.0
CF-4044,Başlangıç,2025-12-22,23,650,0,2,80.5,569.5
CF-4045,Sınırsız,2024-08-30,52,4500,0,8,182.0,4318.0
CF-4046,Sınırsız,2025-04-25,21,4500,0,5,73.5,4426.5
CF-4047,Sınırsız,2025-02-14,80,4500,1,3,280.0,4220.0
CF-4048,Sınırsız,2024-01-27,62,4500,1,6,217.0,4283.0
CF-4049,Profesyonel,2025-08-01,29,1500,0,8,101.5,1398.5
CF-4050,Başlangıç,2024-09-11,17,650,0,5,59.5,590.5
CF-4051,Sınırsız,2024-03-13,6,4500,0,2,21.0,4479.0
CF-4052,Başlangıç,2025-09-03,63,650,0,7,220.5,429.5
CF-4053,Başlangıç,2024-02-19,50,650,1,4,175.0,475.0
CF-4054,Başlangıç,2024-07-07,77,650,0,7,269.5,380.5
CF-4055,Profesyonel,2024-02-12,73,1500,0,7,255.5,1244.5
CF-4056,Profesyonel,2024-11-15,9,1500,0,9,31.5,1468.5
CF-4057,Başlangıç,2024-02-07,18,650,0,6,63.0,587.0
CF-4058,Başlangıç,2024-10-02,81,650,0,8,283.5,366.5
CF-4059,Başlangıç,2025-01-11,48,650,0,9,168.0,482.0
CF-4060,Profesyonel,2025-02-19,21,1500,0,2,73.5,1426.5
CF-4061,Sınırsız,2024-07-29,72,4500,0,7,252.0,4248.0
CF-4062,Profesyonel,2025-09-09,79,1500,1,9,276.5,1223.5
CF-4063,Profesyonel,2024-06-16,80,1500,0,4,280.0,1220.0
CF-4064,Başlangıç,2024-01-10,21,650,0,2,73.5,576.5
CF-4065,Profesyonel,2025-04-23,70,1500,0,5,245.0,1255.0
CF-4066,Profesyonel,2025-07-28,9,1500,0,8,31.5,1468.5
CF-4067,Başlangıç,2024-04-09,61,650,0,2,213.5,436.5
CF-4068,Sınırsız,2025-10-09,48,4500,0,8,168.0,4332.0
CF-4069,Profesyonel,2024-08-21,47,1500,0,3,164.5,1335.5
CF-4070,Başlangıç,2025-08-26,69,650,0,6,241.5,408.5
CF-4071,Profesyonel,2025-05-14,10,1500,1,3,35.0,1465.0
CF-4072,Sınırsız,2025-10-28,58,4500,1,2,203.0,4297.0
CF-4073,Sınırsız,2025-05-04,89,4500,0,1,311.5,4188.5
CF-4074,Sınırsız,2025-10-29,71,4500,0,2,248.5,4251.5
CF-4075,Profesyonel,2025-06-19,43,1500,0,5,150.5,1349.5
CF-4076,Başlangıç,2025-02-07,44,650,0,7,154.0,496.0
CF-4077,Başlangıç,2025-06-26,61,650,0,7,213.5,436.5
CF-4078,Profesyonel,2025-10-06,49,1500,0,5,171.5,1328.5
CF-4079,Profesyonel,2024-02-11,28,1500,1,6,98.0,1402.0
CF-4080,Başlangıç,2024-09-01,89,650,0,2,311.5,338.5
CF-4081,Profesyonel,2025-01-13,97,1500,0,8,339.5,1160.5
CF-4082,Başlangıç,2024-02-20,68,650,0,8,238.0,412.0
CF-4083,Sınırsız,2025-12-29,72,4500,1,2,252.0,4248.0
CF-4084,Başlangıç,2024-09-24,80,650,0,7,280.0,370.0
CF-4085,Profesyonel,2025-12-28,67,1500,0,3,234.5,1265.5
CF-4086,Başlangıç,2024-04-02,55,650,0,1,192.5,457.5
CF-4087,Başlangıç,2024-08-15,40,650,0,2,140.0,510.0
CF-4088,Başlangıç,2025-04-29,77,650,0,5,269.5,380.5
CF-4089,Başlangıç,2025-07-19,87,650,0,1,304.5,345.5
CF-4090,Başlangıç,2025-10-04,34,650,0,6,119.0,531.0
CF-4091,Başlangıç,2024-09-16,59,650,0,3,206.5,443.5
CF-4092,Başlangıç,2024-04-02,79,650,1,1,276.5,373.5
CF-4093,Başlangıç,2025-05-20,26,650,1,1,91.0,559.0
CF-4094,Başlangıç,2025-06-07,96,650,0,7,336.0,314.0
CF-4095,Profesyonel,2025-11-28,51,1500,0,6,178.5,1321.5
CF-4096,Başlangıç,2025-02-17,82,650,0,7,287.0,363.0
CF-4097,Profesyonel,2024-09-17,36,1500,0,5,126.0,1374.0
CF-4098,Profesyonel,2025-07-09,25,1500,0,6,87.5,1412.5
CF-4099,Başlangıç,2024-11-20,84,650,0,4,294.0,356.0
CF-4100,Profesyonel,2024-10-20,70,1500,0,8,245.0,1255.0
CF-4101,Profesyonel,2024-03-25,72,1500,0,4,252.0,1248.0
CF-4102,Profesyonel,2024-08-27,94,1500,0,7,329.0,1171.0
CF-4103,Başlangıç,2025-11-06,9,650,0,3,31.5,618.5
CF-4104,Başlangıç,2024-10-29,76,650,0,1,266.0,384.0
CF-4105,Başlangıç,2024-01-11,56,650,0,9,196.0,454.0
CF-4106,Profesyonel,2024-07-27,96,1500,0,4,336.0,1164.0
CF-4107,Profesyonel,2025-04-09,52,1500,0,6,182.0,1318.0
CF-4108,Profesyonel,2024-02-28,11,1500,1,9,38.5,1461.5
CF-4109,Başlangıç,2024-03-04,2,650,0,6,7.0,643.0
CF-4110,Başlangıç,2025-01-12,67,650,0,8,234.5,415.5
CF-4111,Profesyonel,2025-10-24,15,1500,0,8,52.5,1447.5
CF-4112,Başlangıç,2024-03-14,43,650,0,8,150.5,499.5
CF-4113,Sınırsız,2025-07-20,15,4500,0,6,52.5,4447.5
CF-4114,Profesyonel,2024-11-14,82,1500,0,5,287.0,1213.0
CF-4115,Sınırsız,2024-09-08,33,4500,0,7,115.5,4384.5
CF-4116,Sınırsız,2024-06-28,91,4500,0,6,318.5,4181.5
CF-4117,Sınırsız,2025-07-02,49,4500,0,8,171.5,4328.5
CF-4118,Profesyonel,2025-07-25,20,1500,0,3,70.0,1430.0
CF-4119,Başlangıç,2024-04-01,17,650,0,5,59.5,590.5
